Year,Date,Setlist
1987,11/15/87,iko iko:walkin' blues:candyman:me and my uncle:mexicali blues:west la fadeaway:cassidy:don't ease me in:scarlet begonias:fire on the mountain:looks like rain:he's gone:drums:the other one:morning dew:around and around:all along the watchtower:black muddy river:
1987,12/27/87,touch of grey:jack straw:peggy-o:walkin' blues:ramble on rose:me and my uncle:big river:it must have been the roses:desolation row:don't ease me in:playin' in the band:uncle john's band:estimated prophet:eyes of the world:drums:dear mr. fantasy:stella blue:throwin' stones:turn on your love light:the mighty quinn:
1987,12/28/87,feel like a stranger:franklin's tower:new minglewood blues:row jimmy:far from me:when i paint my masterpiece:sugaree:hell in a bucket:china cat sunflower:i know you rider:cumberland blues:man smart-woman smarter:drums:the wheel:truckin':smokestack lightning:black peter:sugar magnolia:black muddy river:
1987,12/30/87,hey pocky way:big boss man:greatest story ever told:friend of the devil:mama tried:mexicali blues:althea:cassidy:west la fadeaway:let it grow:scarlet begonias:samson and delilah:ship of fools:he's gone:drums:i need a miracle:gimme some lovin':morning dew:all along the watchtower:baby blue:
1987,12/31/87,bertha:promised land:cold rain and snow:little red rooster:when push comes to shove:when i paint my masterpiece:bird song:the music never stopped:hell in a bucket:uncle john's band:terrapin station:drums:the other one:wharf rat:throwin' stones:not fade away:man smart-woman smarter:iko iko:banana boat song:knockin' on heaven's door:
1988,02/13/88,hell in a bucket:sugaree:new minglewood blues:friend of the devil:mama tried:big river:loser:iko iko:looks like rain:gimme some lovin':jam:drums:the other one:wharf rat:good lovin':one more saturday night:black muddy river:
1988,02/14/88,touch of grey:feel like a stranger:franklin's tower:walkin' blues:when push comes to shove:cassidy:china cat sunflower:i know you rider:samson and delilah:terrapin station:drums:i need a miracle:stella blue:throwin' stones:turn on your love light:the mighty quinn:
1988,02/16/88,jack straw:west la fadeaway:me and my uncle:mexicali blues:row jimmy:when i paint my masterpiece:bird song:iko iko:playin' in the band:eyes of the world:drums:the wheel:all along the watchtower:dear mr. fantasy:not fade away:u.s. blues:
1988,02/17/88,hey pocky way:desolation row:tennessee jed:little red rooster:cumberland blues:it's all over now:box of rain:don't ease me in:bertha:man smart-woman smarter:ship of fools:estimated prophet:drums:truckin':black peter:sugar magnolia:brokedown palace:
1988,03/16/88,alabama getaway:greatest story ever told:stagger lee:walkin' blues:candyman:queen jane approximately:big boss man:cassidy:don't ease me in:scarlet begonias:fire on the mountain:playin' in the band:drums:the wheel:gimme some lovin':all along the watchtower:morning dew:touch of grey:
1988,03/17/88,hell in a bucket:sugaree:new minglewood blues:ramble on rose:stuck inside of mobile:row jimmy:let it grow:china cat sunflower:i know you rider:estimated prophet:eyes of the world:drums:goin' down the road feeling bad:i need a miracle:dear mr. fantasy:hey jude reprise:black muddy river:
1988,03/18/88,iko iko:little red rooster:brown-eyed women:when i paint my masterpiece:bird song:the music never stopped:when push comes to shove:man smart-woman smarter:ship of fools:uncle john's band:drums:the other one:stella blue:throwin' stones:not fade away:brokedown palace:
1988,03/24/88,touch of grey:walkin' blues:candyman:queen jane approximately:loser:it's all over now:far from me:cassidy:don't ease me in:mississippi half-step:looks like rain:terrapin station:drums:truckin':i need a miracle:wharf rat:turn on your love light:black muddy river:
1988,03/26/88,hell in a bucket:sugaree:stir it up:new minglewood blues:peggy-o:mexicali blues:big river:row jimmy:stuck inside of mobile:might as well:china cat sunflower:i know you rider:playin' in the band:uncle john's band:drums:gimme some lovin':the wheel:all along the watchtower:black peter:one more saturday night:knockin' on heaven's door:
1988,03/27/88,iko iko:little red rooster:stagger lee:ballad of a thin man:cumberland blues:me and my uncle:to lay me down:let it grow:sugar magnolia:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:goin' down the road feeling bad:i need a miracle:dear mr. fantasy:sunshine daydream:u.s. blues:
1988,03/28/88,feel like a stranger:franklin's tower:box of rain:when push comes to shove:walkin' blues:it must have been the roses:when i paint my masterpiece:bird song:the music never stopped:touch of grey:man smart-woman smarter:ship of fools:truckin':drums:the other one:stella blue:throwin' stones:not fade away:the mighty quinn:
1988,03/30/88,bertha:greatest story ever told:hey pocky way:west la fadeaway:queen jane approximately:big railroad blues:cassidy:don't ease me in:shakedown street:looks like rain:uncle john's band:playin' in the band:drums:the wheel:gimme some lovin':morning dew:turn on your love light:black muddy river:
1988,03/31/88,hell in a bucket:sugaree:me and my uncle:mexicali blues:brown-eyed women:when i paint my masterpiece:ramble on rose:let it grow:scarlet begonias:fire on the mountain:samson and delilah:terrapin station:drums:goin' down the road feeling bad:i need a miracle:dear mr. fantasy:hey jude reprise:all along the watchtower:knockin' on heaven's door:
1988,04/01/88,mississippi half-step:jack straw:to lay me down:ballad of a thin man:when push comes to shove:new minglewood blues:cumberland blues:deal:china cat sunflower:i know you rider:estimated prophet:eyes of the world:drums:the other one:wharf rat:throwin' stones:not fade away:brokedown palace:
1988,04/03/88,promised land:greatest story ever told:althea:little red rooster:cold rain and snow:stuck inside of mobile:box of rain:don't ease me in:playin' in the band:crazy fingers:franklin's tower:man smart-woman smarter:drums:gimme some lovin':black peter:turn on your love light:baby blue:
1988,04/04/88,alabama getaway:johnny b. goode:good time blues:they love each other:queen jane approximately:when push comes to shove:cassidy:don't ease me in:touch of grey:looks like rain:truckin':he's gone:drums:the other one:stella blue:good lovin':dear mr. fantasy:hey jude reprise:u.s. blues:
1988,04/05/88,hell in a bucket:sugaree:walkin' blues:dire wolf:it's all over now:bird song:when i paint my masterpiece:might as well:iko iko:louie louie:samson and delilah:ship of fools:smokestack lightning:drums:i need a miracle:wharf rat:throwin' stones:not fade away:knockin' on heaven's door:
1988,04/07/88,touch of grey:feel like a stranger:franklin's tower:new minglewood blues:row jimmy:stuck inside of mobile:big railroad blues:around and around:sugar magnolia:scarlet begonias:estimated prophet:eyes of the world:drums:the wheel:gimme some lovin':all along the watchtower:black peter:sunshine daydream:box of rain:
1988,04/08/88,jack straw:west la fadeaway:little red rooster:stagger lee:queen jane approximately:loser:let it grow:playin' in the band:crazy fingers:uncle john's band:drums:the other one:black peter:turn on your love light:black muddy river:
1988,04/09/88,big boss man:walkin' blues:far from me:candyman:me and my uncle:mexicali blues:tennessee jed:when i paint my masterpiece:deal:hell in a bucket:iko iko:looks like rain:terrapin station:drums:goin' down the road feeling bad:i need a miracle:dear mr. fantasy:hey jude reprise:throwin' stones:not fade away:one more saturday night:
1988,04/11/88,hell in a bucket:sugaree:new minglewood blues:it must have been the roses:stuck inside of mobile:to lay me down:the music never stopped:touch of grey:man smart-woman smarter:ship of fools:truckin':drums:the wheel:gimme some lovin':all along the watchtower:stella blue:turn on your love light:happy birthday:brokedown palace:
1988,04/13/88,mississippi half-step:feel like a stranger:franklin's tower:little red rooster:when push comes to shove:queen jane approximately:don't ease me in:sugar magnolia:bertha:playin' in the band:uncle john's band:drums:playin' reprise:goin' down the road feeling bad:morning dew:sunshine daydream:touch of grey:
1988,04/14/88,jack straw:west la fadeaway:mama tried:big river:althea:when i paint my masterpiece:bird song:promised land:box of rain:iko iko:estimated prophet:eyes of the world:drums:the wheel:gimme some lovin':black peter:throwin' stones:not fade away:black muddy river:
1988,04/15/88,scarlet begonias:fire on the mountain:walkin' blues:candyman:louie louie:cumberland blues:stuck inside of mobile:deal:hell in a bucket:crazy fingers:looks like rain:terrapin station:drums:the other one:i need a miracle:dear mr. fantasy:hey jude reprise:turn on your love light:knockin' on heaven's door:
1988,04/22/88,mississippi half-step:feel like a stranger:franklin's tower:new minglewood blues:candyman:queen jane approximately:when push comes to shove:let it grow:china cat sunflower:i know you rider:louie louie:estimated prophet:he's gone:drums:the wheel:gimme some lovin':all along the watchtower:sugar magnolia:black muddy river:
1988,04/23/88,hell in a bucket:cold rain and snow:hey pocky way:west la fadeaway:funiculi funicula:me and my uncle:big river:to lay me down:cassidy:don't ease me in:playin' in the band:crazy fingers:uncle john's band:drums:goin' down the road feeling bad:i need a miracle:dear mr. fantasy:hey jude reprise:stella blue:turn on your love light:knockin' on heaven's door:
1988,04/24/88,touch of grey:little red rooster:row jimmy:far from me:when i paint my masterpiece:bird song:promised land:box of rain:samson and delilah:iko iko:looks like rain:terrapin station:drums:the other one:wharf rat:throwin' stones:not fade away:the mighty quinn:
1988,04/30/88,let the good times roll:feel like a stranger:row jimmy:walkin' blues:hey pocky way:ramble on rose:let it grow:shakedown street:man smart-woman smarter:ship of fools:playin' in the band:drums:goin' down the road feeling bad:all along the watchtower:black peter:sugar magnolia:china cat sunflower:i know you rider:one more saturday night:
1988,05/01/88,box of rain:hell in a bucket:touch of grey:little red rooster:far from me:cumberland blues:stuck inside of mobile:when push comes to shove:cassidy:louie louie:truckin':crazy fingers:samson and delilah:eyes of the world:drums:the other one:wharf rat:throwin' stones:turn on your love light:knockin' on heaven's door:
1988,06/17/88,hell in a bucket:sugaree:new minglewood blues:row jimmy:far from me:when i paint my masterpiece:althea:victim or the crime:china cat sunflower:i know you rider:estimated prophet:eyes of the world:drums:the wheel:gimme some lovin':all along the watchtower:black peter:turn on your love light:black muddy river:
1988,06/19/88,mississippi half-step:feel like a stranger:good time blues:ramble on rose:little red rooster:bird song:promised land:foolish heart:playin' in the band:uncle john's band:drums:goin' down the road feeling bad:i need a miracle:dear mr. fantasy:throwin' stones:not fade away:knockin' on heaven's door:
1988,06/20/88,jack straw:box of rain:west la fadeaway:stuck inside of mobile:loser:cassidy:don't ease me in:victim or the crime:cumberland blues:blow away:ship of fools:truckin':terrapin station:drums:the other one:wharf rat:around and around:good lovin':u.s. blues:
1988,06/22/88,let the good times roll:hell in a bucket:candyman:walkin' blues:when push comes to shove:queen jane approximately:tennessee jed:let it grow:foolish heart:looks like rain:scarlet begonias:i will take you home:drums:the wheel:stella blue:turn on your love light:the mighty quinn:
1988,06/23/88,iko iko:new minglewood blues:it must have been the roses:me and my uncle:mexicali blues:stagger lee:when i paint my masterpiece:bird song:promised land:hey pocky way:believe it or not:man smart-woman smarter:he's gone:drums:i need a miracle:gimme some lovin':all along the watchtower:morning dew:blackbird:brokedown palace:
1988,06/25/88,feel like a stranger:franklin's tower:box of rain:sugaree:stuck inside of mobile:west la fadeaway:cassidy:deal:victim or the crime:blow away:foolish heart:terrapin station:drums:the other one:wharf rat:throwin' stones:not fade away:knockin' on heaven's door:
1988,06/26/88,mississippi half-step:little red rooster:when push comes to shove:mama tried:big river:cumberland blues:gentlemen start your engines:big railroad blues:the music never stopped:touch of grey:playin' in the band:uncle john's band:playin' reprise:drums:dear mr. fantasy:hey jude reprise:black peter:turn on your love light:black muddy river:
1988,06/28/88,hell in a bucket:bertha:walkin' blues:candyman:when i paint my masterpiece:row jimmy:victim or the crime:foolish heart:scarlet begonias:fire on the mountain:estimated prophet:crazy fingers:drums:i will take you home:goin' down the road feeling bad:i need a miracle:stella blue:not fade away:knockin' on heaven's door:
1988,06/30/88,box of rain:cold rain and snow:new minglewood blues:ramble on rose:me and my uncle:mexicali blues:far from me:queen jane approximately:don't ease me in:green onions:china cat sunflower:i know you rider:samson and delilah:believe it or not:truckin':he's gone:drums:the other one:wharf rat:throwin' stones:turn on your love light:brokedown palace:
1988,07/02/88,iko iko:jack straw:west la fadeaway:stuck inside of mobile:row jimmy:blow away:victim or the crime:foolish heart:crazy fingers:playin' in the band:uncle john's band:terrapin station:drums:the wheel:gimme some lovin':all along the watchtower:morning dew:sugar magnolia:the mighty quinn:
1988,07/03/88,hell in a bucket:sugaree:walkin' blues:tennessee jed:queen jane approximately:bird song:touch of grey:hey pocky way:looks like rain:estimated prophet:eyes of the world:i will take you home:drums:goin' down the road feeling bad:i need a miracle:dear mr. fantasy:hey jude reprise:not fade away:
1988,07/15/88,shakedown street:walkin' blues:friend of the devil:queen jane approximately:dire wolf:good time blues:turn on your love light:cassidy:bertha:scarlet begonias:fire on the mountain:man smart-woman smarter:ship of fools:estimated prophet:drums:i need a miracle:the wheel:gimme some lovin':morning dew:turn on your love light:
1988,07/16/88,the music never stopped:sugaree:little red rooster:loser:stuck inside of mobile:far from me:bird song:china cat sunflower:i know you rider:looks like rain:terrapin station:drums:i will take you home:the other one:stella blue:around and around:one more saturday night:knockin' on heaven's door:
1988,07/17/88,foolish heart:greatest story ever told:althea:me and my uncle:big river:candyman:let it grow:box of rain:victim or the crime:crazy fingers:playin' in the band:uncle john's band:drums:goin' down the road feeling bad:all along the watchtower:believe it or not:throwin' stones:not fade away:blackbird:brokedown palace:
1988,07/29/88,iko iko:walkin' blues:candyman:queen jane approximately:althea:blow away:cassidy:deal:china cat sunflower:crazy fingers:i know you rider:playin' in the band:drums:the wheel:gimme some lovin':believe it or not:sugar magnolia:black muddy river:
1988,07/30/88,let the good times roll:feel like a stranger:loser:new minglewood blues:row jimmy:stuck inside of mobile:when push comes to shove:the music never stopped:don't ease me in:victim or the crime:touch of grey:estimated prophet:eyes of the world:drums:smokestack lightning:goin' down the road feeling bad:wharf rat:throwin' stones:one more saturday night:u.s. blues:knockin' on heaven's door:
1988,07/31/88,mississippi half-step:little red rooster:west la fadeaway:me and my uncle:big river:ramble on rose:gentlemen start your engines:when i paint my masterpiece:bird song:hell in a bucket:foolish heart:man smart-woman smarter:terrapin station:i will take you home:drums:the other one:i need a miracle:morning dew:midnight hour:
1988,08/26/88,hell in a bucket:sugaree:good time blues:iko iko:walkin' blues:when push comes to shove:when i paint my masterpiece:row jimmy:the music never stopped:china cat sunflower:i know you rider:playin' in the band:uncle john's band:drums:touch of grey:i need a miracle:black peter:turn on your love light:black muddy river:
1988,08/28/88,mississippi half-step:little red rooster:friend of the devil:stuck inside of mobile:foolish heart:victim or the crime:don't ease me in:jack straw:bertha:truckin':terrapin station:drums:the other one:wharf rat:throwin' stones:not fade away:knockin' on heaven's door:
1988,09/02/88,hell in a bucket:they love each other:new minglewood blues:dire wolf:queen jane approximately:althea:let it grow:scarlet begonias:fire on the mountain:looks like rain:terrapin station:drums:the wheel:all along the watchtower:stella blue:sugar magnolia:black muddy river:
1988,09/03/88,let the good times roll:feel like a stranger:franklin's tower:little red rooster:peggy-o:me and my uncle:big river:bird song:box of rain:victim or the crime:foolish heart:man smart-woman smarter:eyes of the world:drums:goin' down the road feeling bad:i need a miracle:morning dew:one more saturday night:ripple:
1988,09/05/88,iko iko:walkin' blues:ramble on rose:mama tried:mexicali blues:row jimmy:stuck inside of mobile:when push comes to shove:the music never stopped:china cat sunflower:i know you rider:playin' in the band:uncle john's band:drums:gimme some lovin':black peter:around and around:turn on your love light:u.s. blues:
1988,09/06/88,jack straw:desolation row:west la fadeaway:beat it on down the line:cumberland blues:stagger lee:cassidy:deal:touch of grey:samson and delilah:ship of fools:estimated prophet:he's gone:drums:the other one:wharf rat:throwin' stones:not fade away:brokedown palace:
1988,09/08/88,let the good times roll:shakedown street:walkin' blues:to lay me down:it's all over now:loser:let it grow:bertha:greatest story ever told:crazy fingers:truckin':drums:the wheel:i need a miracle:dear mr. fantasy:hey jude reprise:turn on your love light:black muddy river:
1988,09/09/88,hell in a bucket:sugaree:new minglewood blues:brown-eyed women:me and my uncle:big river:candyman:queen jane approximately:don't ease me in:china cat sunflower:i know you rider:playin' in the band:terrapin station:drums:i will take you home:all along the watchtower:believe it or not:sugar magnolia:the mighty quinn:
1988,09/11/88,iko iko:feel like a stranger:franklin's tower:little red rooster:stuck inside of mobile:tennessee jed:peggy-o:promised land:foolish heart:victim or the crime:scarlet begonias:fire on the mountain:drums:the wheel:stella blue:throwin' stones:not fade away:baby blue:
1988,09/12/88,jack straw:althea:good time blues:dire wolf:cassidy:dupree's diamond blues:when i paint my masterpiece:when push comes to shove:the music never stopped:box of rain:cold rain and snow:man smart-woman smarter:eyes of the world:drums:the other one:wharf rat:around and around:good lovin':knockin' on heaven's door:
1988,09/14/88,let the good times roll:alabama getaway:greatest story ever told:stagger lee:walkin' blues:it must have been the roses:queen jane approximately:ramble on rose:let it grow:box of rain:victim or the crime:foolish heart:looks like rain:he's gone:drums:i need a miracle:gimme some lovin':morning dew:black muddy river:
1988,09/15/88,hell in a bucket:sugaree:desolation row:row jimmy:cassidy:deal:samson and delilah:crazy fingers:playin' in the band:uncle john's band:drums:i will take you home:all along the watchtower:goin' down the road feeling bad:turn on your love light:u.s. blues:
1988,09/16/88,hey pocky way:new minglewood blues:mississippi half-step:me and my uncle:mexicali blues:to lay me down:when i paint my masterpiece:bird song:china cat sunflower:i know you rider:ship of fools:estimated prophet:terrapin station:drums:i need a miracle:dear mr. fantasy:hey jude reprise:sugar magnolia:baby blue:
1988,09/18/88,feel like a stranger:franklin's tower:good time blues:big railroad blues:stuck inside of mobile:stagger lee:promised land:not fade away:scarlet begonias:fire on the mountain:man smart-woman smarter:drums:the other one:wharf rat:throwin' stones:not fade away:black muddy river:
1988,09/19/88,touch of grey:little red rooster:dire wolf:far from me:queen jane approximately:tennessee jed:let it grow:victim or the crime:foolish heart:playin' in the band:china doll:playin' reprise:drums:the wheel:black peter:around and around:good lovin':the mighty quinn:
1988,09/20/88,jack straw:althea:mama tried:big river:peggy-o:when i paint my masterpiece:louie louie:the music never stopped:bertha:cumberland blues:looks like rain:terrapin station:drums:truckin':goin' down the road feeling bad:morning dew:johnny b. goode:
1988,09/22/88,shakedown street:new minglewood blues:candyman:beat it on down the line:greatest story ever told:to lay me down:cassidy:deal:china cat sunflower:i know you rider:just like tom thumb's blues:estimated prophet:eyes of the world:drums:i need a miracle:dear mr. fantasy:hey jude reprise:turn on your love light:brokedown palace:
1988,09/23/88,let the good times roll:hell in a bucket:cold rain and snow:walkin' blues:loser:stuck inside of mobile:dupree's diamond blues:promised land:samson and delilah:ship of fools:victim or the crime:foolish heart:drums:i will take you home:the other one:stella blue:sugar magnolia:u.s. blues:
1988,09/24/88,iko iko:feel like a stranger:west la fadeaway:little red rooster:box of rain:ramble on rose:when i paint my masterpiece:don't ease me in:chinese bones:neighborhood girls:crazy fingers:man smart-woman smarter:every time you go:what's going on:drums:the wheel:throwin' stones:not fade away:good lovin':knockin' on heaven's door:
1988,09/30/88,iko iko:walkin' blues:stagger lee:me and my uncle:big river:when push comes to shove:let it grow:bertha:playin' in the band:terrapin station:drums:the wheel:all along the watchtower:black peter:sugar magnolia:u.s. blues:
1988,10/01/88,hell in a bucket:sugaree:little red rooster:friend of the devil:queen jane approximately:tennessee jed:cassidy:don't ease me in:victim or the crime:scarlet begonias:fire on the mountain:drums:the other one:i need a miracle:uncle john's band:morning dew:one more saturday night:
1988,10/02/88,cold rain and snow:new minglewood blues:peggy-o:stuck inside of mobile:to lay me down:box of rain:deal:crazy fingers:samson and delilah:jam:estimated prophet:eyes of the world:drums:gimme some lovin':stella blue:throwin' stones:not fade away:black muddy river:
1988,10/14/88,touch of grey:new minglewood blues:row jimmy:it's all over now:brown-eyed women:when i paint my masterpiece:bird song:promised land:china cat sunflower:i know you rider:saint of circumstance:he's gone:drums:goin' down the road feeling bad:i need a miracle:dear mr. fantasy:hey jude reprise:black muddy river:
1988,10/15/88,the music never stopped:sugaree:blow away:walkin' blues:when push comes to shove:queen jane approximately:tennessee jed:let it grow:one more saturday night:crazy fingers:playin' in the band:uncle john's band:drums:truckin':smokestack lightning:stella blue:turn on your love light:u.s. blues:
1988,10/16/88,mississippi half-step:good time blues:feel like a stranger:friend of the devil:stuck inside of mobile:to lay me down:don't ease me in:box of rain:victim or the crime:foolish heart:looks like rain:terrapin station:drums:the wheel:gimme some lovin':all along the watchtower:morning dew:the mighty quinn:
1988,10/18/88,hell in a bucket:they love each other:little red rooster:loser:beat it on down the line:greatest story ever told:peggy-o:when i paint my masterpiece:bird song:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:i will take you home:the other one:wharf rat:throwin' stones:not fade away:iko iko:knockin' on heaven's door:
1988,10/20/88,cold rain and snow:new minglewood blues:candyman:me and my uncle:mexicali blues:west la fadeaway:queen jane approximately:stagger lee:the music never stopped:china cat sunflower:i know you rider:playin' in the band:built to last:drums:i need a miracle:dear mr. fantasy:hey jude reprise:turn on your love light:black muddy river:
1988,10/21/88,let the good times roll:feel like a stranger:franklin's tower:walkin' blues:believe it or not:stuck inside of mobile:dupree's diamond blues:jack straw:happy birthday:wang dang doodle:victim or the crime:foolish heart:man smart-woman smarter:drums:i will take you home:goin' down the road feeling bad:all along the watchtower:stella blue:sugar magnolia:brokedown palace:
1988,12/09/88,let the good times roll:franklin's tower:when i paint my masterpiece:jack-a-roe:walkin' blues:high time:cassidy:don't ease me in:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:the wheel:gimme some lovin':wharf rat:all along the watchtower:u.s. blues:
1988,12/10/88,feel like a stranger:west la fadeaway:me and my uncle:big river:althea:stuck inside of mobile:tennessee jed:the music never stopped:china cat sunflower:i know you rider:playin' in the band:terrapin station:drums:the other one:stella blue:throwin' stones:turn on your love light:knockin' on heaven's door:
1988,12/11/88,iko iko:jack straw:row jimmy:queen jane approximately:bird song:hell in a bucket:box of rain:victim or the crime:foolish heart:man smart-woman smarter:drums:i need a miracle:dear mr. fantasy:hey jude reprise:black muddy river:sugar magnolia:the mighty quinn:
1988,12/28/88,iko iko:walkin' blues:jack-a-roe:it's all over now:when push comes to shove:stuck inside of mobile:bird song:jack straw:china cat sunflower:i know you rider:estimated prophet:he's gone:drums:uncle john's band:i need a miracle:foolish heart:turn on your love light:baby blue:
1988,12/29/88,hell in a bucket:sugaree:new minglewood blues:friend of the devil:queen jane approximately:to lay me down:let it grow:playin' in the band:crazy fingers:samson and delilah:eyes of the world:drums:the other one:stella blue:throwin' stones:not fade away:the mighty quinn:
1988,12/31/88,let the good times roll:franklin's tower:wang dang doodle:west la fadeaway:when i paint my masterpiece:cold rain and snow:cassidy:don't ease me in:sugar magnolia:touch of grey:man smart-woman smarter:terrapin station:drums:the wheel:gimme some lovin':all along the watchtower:morning dew:sunshine daydream:wharf rat:goin' down the road feeling bad:one more saturday night::
1989,02/05/89,touch of grey:feel like a stranger:franklin's tower:little red rooster:althea:we can run:desolation row:don't ease me in:morning dew:cold rain and snow:man smart-woman smarter:standing on the moon:playin' in the band:drums:i will take you home:he's gone:i need a miracle:johnny b. goode:
1989,02/06/89,not fade away:sugaree:wang dang doodle:jack-a-roe:queen jane approximately:brown-eyed women:cassidy:tennessee jed:hell in a bucket:scarlet begonias:looks like rain:terrapin station:drums:the other one:stella blue:turn on your love light:black muddy river:
1989,02/07/89,hey pocky way:jack straw:loser:walkin' blues:just a little light:standing on the moon:stuck inside of mobile:bird song:chinese parade:iko iko:victim or the crime:we can run:uncle john's band:drums:the wheel:throwin' stones:foolish heart:good lovin':knockin' on heaven's door:
1989,02/10/89,feel like a stranger:franklin's tower:walkin' blues:to lay me down:when i paint my masterpiece:friend of the devil:let it grow:just a little light:truckin':crazy fingers:playin' in the band:drums:the wheel:gimme some lovin':wharf rat:sugar magnolia:it's all over now:baby blue:
1989,02/11/89,mississippi half-step:new minglewood blues:candyman:big river:built to last:queen jane approximately:we can run:bird song:china cat sunflower:i know you rider:man smart-woman smarter:standing on the moon:estimated prophet:i will take you home:drums:eyes of the world:i need a miracle:black peter:turn on your love light:box of rain:
1989,02/12/89,cold rain and snow:hell in a bucket:row jimmy:beat it on down the line:promised land:west la fadeaway:how long blues:gimme some lovin':iko iko:monkey and the engineer:alabama getaway:dire wolf:cassidy:stuck inside of mobile:drums:the other one:stella blue:foolish heart:not fade away:knockin' on heaven's door:
1989,03/27/89,mississippi half-step:walkin' blues:built to last:we can run:queen jane approximately:candyman:cassidy:touch of grey:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:the wheel:i need a miracle:standing on the moon:turn on your love light:u.s. blues:
1989,03/28/89,let the good times roll:franklin's tower:feel like a stranger:stagger lee:stuck inside of mobile:ramble on rose:let it grow:don't ease me in:samson and delilah:ship of fools:playin' in the band:foolish heart:drums:gimme some lovin':wharf rat:throwin' stones:not fade away:box of rain:
1989,03/30/89,bertha:jack straw:row jimmy:blow away:when i paint my masterpiece:bird song:promised land:china cat sunflower:i know you rider:looks like rain:he's gone:drums:the other one:stella blue:sugar magnolia:knockin' on heaven's door:
1989,03/31/89,hell in a bucket:sugaree:new minglewood blues:peggy-o:me and my uncle:big river:loser:victim or the crime:standing on the moon:hey pocky way:truckin':terrapin station:drums:i will take you home:all along the watchtower:morning dew:good lovin':brokedown palace:
1989,04/02/89,iko iko:little red rooster:dire wolf:it's all over now:we can run:brown-eyed women:queen jane approximately:tennessee jed:the music never stopped:shakedown street:man smart-woman smarter:foolish heart:drums:the wheel:dear mr. fantasy:hey jude reprise:around and around:goin' down the road feeling bad:turn on your love light:baby blue:
1989,04/03/89,greatest story ever told:bertha:walkin' blues:jack-a-roe:el paso:built to last:victim or the crime:just like tom thumb's blues:don't ease me in:blow away:estimated prophet:crazy fingers:uncle john's band:drums:gimme some lovin':i need a miracle:stella blue:sugar magnolia:johnny b. goode:black muddy river:
1989,04/05/89,feel like a stranger:franklin's tower:new minglewood blues:candyman:stuck inside of mobile:far from me:dupree's diamond blues:let it grow:u.s. blues:samson and delilah:cumberland blues:man smart-woman smarter:terrapin station:drums:china doll:throwin' stones:not fade away:the mighty quinn:
1989,04/06/89,touch of grey:little red rooster:brown-eyed women:mama tried:mexicali blues:althea:when i paint my masterpiece:bird song:promised land:scarlet begonias:fire on the mountain:playin' in the band:built to last:drums:i will take you home:the other one:wharf rat:around and around:playin' reprise:brokedown palace:
1989,04/08/89,let the good times roll:wang dang doodle:west la fadeaway:blow away:queen jane approximately:loser:cassidy:don't ease me in:china cat sunflower:i know you rider:looks like rain:eyes of the world:drums:the wheel:dear mr. fantasy:hey jude reprise:i need a miracle:black peter:one more saturday night:box of rain:
1989,04/09/89,hell in a bucket:sugaree:walkin' blues:it must have been the roses:me and my uncle:big river:ramble on rose:desolation row:foolish heart:louie louie:man smart-woman smarter:ship of fools:estimated prophet:uncle john's band:drums:the other one:stella blue:sugar magnolia:knockin' on heaven's door:
1989,04/11/89,shakedown street:little red rooster:friend of the devil:victim or the crime:built to last:we can run:stuck inside of mobile:deal:samson and delilah:crazy fingers:playin' in the band:terrapin station:drums:gimme some lovin':standing on the moon:throwin' stones:not fade away:u.s. blues:
1989,04/12/89,jack straw:row jimmy:new minglewood blues:tennessee jed:when i paint my masterpiece:cumberland blues:let it grow:touch of grey:truckin':smokestack lightning:spoonful:smokestack lightning:he's gone:drums:i will take you home:all along the watchtower:wharf rat:turn on your love light:black muddy river:
1989,04/13/89,iko iko:greatest story ever told:peggy-o:it's all over now:to lay me down:cassidy:don't ease me in:foolish heart:looks like rain:eyes of the world:drums:the wheel:i need a miracle:dear mr. fantasy:hey jude reprise:goin' down the road feeling bad:good lovin':baby blue:
1989,04/15/89,mississippi half-step:feel like a stranger:franklin's tower:walkin' blues:when push comes to shove:queen jane approximately:blow away:promised land:china cat sunflower:i know you rider:playin' in the band:terrapin station:drums:i will take you home:all along the watchtower:morning dew:one more saturday night:
1989,04/16/89,hell in a bucket:they love each other:little red rooster:stagger lee:mama tried:mexicali blues:bird song:scarlet begonias:fire on the mountain:saint of circumstance:truckin':drums:the other one:stella blue:throwin' stones:turn on your love light:box of rain:
1989,04/17/89,iko iko:new minglewood blues:row jimmy:far from me:built to last:victim or the crime:bertha:cold rain and snow:samson and delilah:crazy fingers:estimated prophet:eyes of the world:drums:the wheel:gimme some lovin':wharf rat:not fade away:knockin' on heaven's door:
1989,04/28/89,cold rain and snow:little red rooster:peggy-o:queen jane approximately:just a little light:ramble on rose:picasso moon:bird song:crazy fingers:playin' in the band:uncle john's band:terrapin station:drums:the wheel:i need a miracle:standing on the moon:sugar magnolia:touch of grey:the mighty quinn:
